Date,Committee,Hearing Title,Time,Link,Code
"Thursday, February 16, 2017",Subcommittee on Government Operations (Committee on Oversight and Reform), The Use of Official Time for Union Activities at the Department of Veterans Affairs ,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105583,GO24
"Thursday, February 16, 2017",Subcommittee on Oversight and Management Efficiency (Committee on Homeland Security), Watchdog Recommendations: A Better Way Ahead to Manage the Department of Homeland Security ,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105541,HM09
"Monday, February 27, 2017",Subcommittee on Oversight and Investigations (Committee on Veterans Affairs), Assessing VA s Risks for Drug Diversion ,3:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105596,VR10
"Monday, February 27, 2017",Committee on Rules,H.R. 998 SCRUB Act; H.J.Res. 83 Disapproving the rule submitted by the Department of Labor relating to  Clarification of Employer s Continuing Obligation to Make and Maintain an Accurate Record of Each Recordable Injury and Illness .,5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105628,RU00
"Tuesday, February 28, 2017","Subcommittee on Early Childhood, Elementary, and Secondary Education (Committee on Education and Labor)",Providing More Students a Pathway to Success by Strengthening Career and Technical Education,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105606,ED14
"Tuesday, February 28, 2017","Subcommittee on Environment (Committee on Science, Space, and Technology)",At What Cost?  Examining the Social Cost of Carbon,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105632,SY18
"Tuesday, February 28, 2017",Subcommittee on Conservation and Forestry (Committee on Agriculture),The Next Farm Bill:  Conservation Policy,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105611,AG15
"Tuesday, February 28, 2017",Committee on the Judiciary,"H.R. 372, the  Competitive Health Insurance Reform Act of 2017 ; H.R. 1215, the  Protecting Access to Care Act of 2017 ; andH. Res. 111, Resolution of inquiry directing the Attorney General to transmit certain documents to the House of Representatives relating to the financial practices of the President.",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105636,JU00
"Tuesday, February 28, 2017",Subcommittee on Counterterrorism and Intelligence (Committee on Homeland Security), The Future of Counterterrorism: Addressing the Evolving Threat to Domestic Security. ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105637,HM05
"Tuesday, February 28, 2017",Committee on Financial Services,FY18 Budget Views and Estimates,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105639,BA00
"Tuesday, February 28, 2017","Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies (Committee on Appropriations)",Farm Credit Administration Oversight,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105598,AP01
"Tuesday, February 28, 2017",Committee on Transportation and Infrastructure,"Fiscal Year 2018 Budget Views and Estimates of the Committee on Transportation andInfrastructure;H.R. 1214   Disaster Simplified Assistance Value Enhancement Act; H.R. 654   Pacific Northwest Earthquake Preparedness Act of 2017; H.R. 1174   Fairness for Breast Feeding Mothers Act of 2017;H.R. 1117   To require the Administrator of the Federal Emergency Management Agency to submit a report regarding certain plans regarding assistance to applicants and grantees during the response to an emergency or disaster;H.R. 375   To designate the Federal building and United States courthouse located at 719Church Street in Nashville, Tennessee, as the  Fred D. Thompson Federal Building and UnitedStates Courthouse ;General Services Administration Capital Investment and Leasing Program Resolutions; andOther matters cleared for consideration.",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105638,PW00
"Tuesday, February 28, 2017",Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),Ways to Improve and Strengthen the International Anti-Doping System,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105613,IF02
"Tuesday, February 28, 2017","Subcommittee on Commerce, Justice, Science, and Related Agencies (Committee on Appropriations)",Members Day,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105599,AP19
"Tuesday, February 28, 2017","Subcommittee on Interior, Environment, and Related Agencies (Committee on Appropriations)",Members Day,1:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105603,AP06
"Tuesday, February 28, 2017",Committee on Veterans Affairs,HVAC/SVAC Joint Hearing to receive the Legislative Presentation of the Disabled American Veterans,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105577,VR00
"Tuesday, February 28, 2017",Committee on Rules,"H.R. 1009 OIRA Insight, Reform, and Accountability Act; H.R. 1004 Regulatory Integrity Act of 2017",2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105627,RU00
"Tuesday, February 28, 2017",Subcommittee on Livestock and Foreign Agriculture (Committee on Agriculture),The Next Farm Bill:  International Market Development,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105612,AG29
"Tuesday, February 28, 2017","Subcommittee on Emergency Preparedness, Response and Communications (Committee on Homeland Security)", The Future of FEMA: Recommendations of Former Administrators ,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105585,HM12
"Tuesday, February 28, 2017",Subcommittee on the Western Hemisphere (Committee on Foreign Affairs),Issues and Opportunities in the Western Hemisphere,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105615,FA07
"Tuesday, February 28, 2017",Subcommittee on Asia and the Pacific (Committee on Foreign Affairs),Checking China s Maritime Push,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105614,FA05
"Tuesday, February 28, 2017",Subcommittee on Oversight and Investigations (Committee on Armed Services),Hearing on Department of Defense Inspector General Report Investigation on Allegations Relating to USCENTCOM Intelligence Products,3:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105597,AS06
"Wednesday, March 1, 2017",Subcommittee on Homeland Security (Committee on Appropriations),Members Day,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105601,AP15
"Wednesday, March 1, 2017",Committee on the Judiciary,Hearing on Section 702 Foreign Intelligence Surveillance Act**Please note Panel I will be CLASSIFIED and Panel II will be UNCLASSIFIED; Panel II will begin immediately after Panel I concludes,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105619,JU00
"Wednesday, March 1, 2017","Committee on Science, Space, and Technology","H.R. 1224, the  NIST Cybersecurity Framework, Assessment, and Auditing Act of 2017 ",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105630,SY00
"Wednesday, March 1, 2017","Subcommittee on the Interior, Energy, and Environment (Committee on Oversight and Reform)",Examining Environmental Barriers to Infrastructure Development,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105941,GO28
"Wednesday, March 1, 2017",Committee on Agriculture,The Budget Views and Estimates Letter of the Committee on Agriculture for the agencies and programs under the jurisdiction of the Committee for fiscal year 2018.,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105635,AG00
"Wednesday, March 1, 2017","Subcommittee on Water, Power and Oceans (Committee on Natural Resources)",Modernizing Western Water and Power Infrastructure in the 21st Century,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105617,II13
"Wednesday, March 1, 2017",Committee on Armed Services,"Cyber Warfare in the 21st Century: Threats, Challenges, and Opportunities",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105607,AS00
"Wednesday, March 1, 2017","Subcommittee on Labor, Health and Human Services, Education, and Related Agencies (Committee on Appropriations)",Members Day,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105604,AP07
"Wednesday, March 1, 2017",Committee on Veterans Affairs,HVAC/SVAC Joint Hearing to receive the Legislative Presentation of The American Legion,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105578,VR00
"Wednesday, March 1, 2017",Committee on Education and the Workforce, Legislative Proposals to Improve Health Care Coverage and Provide Lower Costs for Families,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105616,ED00
"Wednesday, March 1, 2017",Committee on Small Business,Budget Views and Estimates for Fiscal Year 2018,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105653,SM00
"Wednesday, March 1, 2017",Subcommittee on Aviation (Committee on Transportation and Infrastructure),Building a 21st Century Infrastructure for America: State of American Airports,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105618,PW05
"Wednesday, March 1, 2017",Committee on Veterans Affairs,HVAC/SVAC Hearing to receive the Legislative Presentation of The Veterans of Foreign Wars of the United States,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105621,VR00
"Wednesday, March 1, 2017",Subcommittee on National Security (Committee on Oversight and Reform), VA:  Path to Reform ,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105626,GO06
"Wednesday, March 1, 2017",Subcommittee on Tactical Air and Land Forces (Committee on Armed Services),U.S. Ground Force Capability and Modernization Challenges in Eastern Europe,3:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105608,AS25
"Thursday, March 2, 2017",Subcommittee on the Constitution and Civil Justice (Committee on the Judiciary),Oversight of the Judgement Fund,9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105620,JU10
"Thursday, March 2, 2017",Permanent Select Committee on Intelligence,Full Committee Business Meeting: Adoption of the Committees Budget Views and Estimates Letter (Closed),9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105609,IG00
"Thursday, March 2, 2017",Subcommittee on Health (Committee on Energy and Commerce),Examining FDA s Generic Drug and Biosimilar User Fee Programs,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105631,IF14
"Thursday, March 2, 2017",Committee on the Budget,Members Day,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105633,BU00
"Thursday, March 2, 2017",Committee on Oversight and Government Reform, Transparency at TSA ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105624,GO00
"Thursday, March 2, 2017",Subcommittee on Contracting and Workforce (Committee on Small Business),Learning from History: Ideas to Strengthen and Modernize the HUBZone Program,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105655,SM23
"Thursday, March 2, 2017",Subcommittee on Military Personnel (Committee on Armed Services),Overview of Military Review Board Agencies,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105605,AS02
"Tuesday, March 7, 2017",Committee on Rules,"H.R. 725 Innocent Party Protection Act; H.R. 1301 Department of Defense Appropriations Act, 2017",5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105663,RU00
"Wednesday, March 8, 2017",Committee on the Judiciary,The Department of Homeland Security s Proposed Regulations Reforming the Investor Visa Program,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105660,JU00
"Wednesday, March 8, 2017","Subcommittee on Space (Committee on Science, Space, and Technology)","Regulating Space: Innovation, Liberty, and International Obligations",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105659,SY16
"Wednesday, March 8, 2017",Subcommittee on Aviation (Committee on Transportation and Infrastructure),Building a 21st Century Infrastructure for America: Air Transportation in the United States in the 21st Century,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105657,PW05
"Wednesday, March 8, 2017",Committee on Education and the Workforce,"H.R. 1304, Self-Insurance Protection Act; H.R. 1101, Small Business Health Fairness Act of 2017; and, H.R. 1313, Preserving Employee Wellness Programs Act.",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105678,ED00
"Wednesday, March 8, 2017",Committee on Oversight and Government Reform,"H.R. 1293 (Ross), To amend title 5, United States Code, to require that the Office of Personnel Management submit an annual report to Congress relating to the use of official time by Federal employees;H.R. 1364, Official Time Reform Act of 2017;H.R. 653 (Cummings), Federal Intern Protection Act of 2017;H.R. 680 (Meadows), Eliminating Pornography from Agencies Act;H. Res. 38 (Chaffetz), Expressing the sense of the House of Representatives that offices attached to the seat of Government should not be required to exercise their offices in the District of Columbia;H.R. ____, SOAR Reauthorization Act.",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105677,GO00
"Wednesday, March 8, 2017","Subcommittee on Energy and Water Development, and Related Agencies (Committee on Appropriations)",Members Day,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=105642,AP10
